X,Y,OBJECTID,ACCPRKID,STREET_NAME,FROM_STR,TO_STR,NUMSPOTS,DURATION,QUALIFIER,STATUS,COMMENTS,DIRECTION,ADJSURFMAT,OBSTRUCT,LOC_HILL,ADDDATE,MODDATE,SDATE,SOURCE,SACC,WINT_PLOW,WINT_MAINT,WINT_ROUTE,WINT_LOS,WINT_MAT,WINT_COMM,WINT_ADDBY,WINT_ADDDATE,WINT_MODBY,WINT_MODDATE
-63.57536615,44.64065198,74833,AP139,MORRIS ST,QUEEN ST,BIRMINGHAM ST,1,NTR,,INS,,W,CONCRETE,N,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.58863989,44.63704915,74834,AP203,SEYMOUR ST,SOUTH,UNIVERSITY AVE,1,HR3,,INS,,N,GRASS,N,Y,2019/10/18 16:58:20+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.58467893,44.63972552,74835,AP96,COLLEGE ST,ROBIE ST,CARLETON ST,2,HR3,,INS,,E,CONCRETE,Y,N,2019/10/17 20:22:43+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.57916648,44.64129795,74836,AP126,SOUTH PARK ST,SPRING GARDEN RD,SACKVILLE ST,1,HR2,,INS,,N,CONCRETE,Y,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.57722127,44.647363,74837,AP86,BRUNSWICK ST,DUKE ST,PRINCE ST,8,,,INS,,S,CONCRETE,N,N,2019/10/17 16:33:11+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R1,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 8,,,,
-63.60011478,44.64208986,74838,AP112,CAMBRIDGE ST,PEPPERELL ST,NORWOOD ST,1,NTR,,INS,,N,GRASS,N,Y,2019/10/18 18:59:59+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.57390572,44.64818814,74839,AP153,GRANVILLE ST,GEORGE ST,PRINCE ST,2,HR2,,INS,,N,CONCRETE,N,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 2,,,,
-63.58901939,44.63776853,74840,AP121,SEYMOUR ST,UNIVERSITY AVE,COBURG RD,1,HR3,,INS,,N,GRASS,Y,Y,2019/10/18 16:58:20+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.56645172,44.66548445,74841,AP63,KING ST,PORTLAND ST,ALDERNEY DR,1,NTR,,INS,,NW,CONCRETE,Y,N,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.59771114,44.64483368,74842,AP42,PRESTON ST,QUINPOOL RD,PEPPERELL ST,5,,1,INS,,S,CONCRETE,N,N,2019/10/10 18:14:11+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 5,,,,
